id,name,min_age_months
4035,"Potato from Puerto Rican style stuffed pot roast, with gravy",8
4036,"Potato from Puerto Rican beef stew, with gravy",12
4037,"Potato from Puerto Rican chicken fricassee, with sauce",8
4038,"Potato chips, NFS",24
4039,"Potato chips, plain",24
4040,"Potato chips, barbecue flavored",24
4041,"Potato chips, sour cream and onion flavored",24
4042,"Potato chips, cheese flavored",24
4043,"Potato chips, other flavored",24
4044,"Potato chips, ruffled, plain",24
4045,"Potato chips, ruffled, barbecue flavored",24
4046,"Potato chips, ruffled, sour cream and onion flavored",24
4047,"Potato chips, ruffled, cheese flavored",24
4048,"Potato chips, ruffled, other flavored",24
4049,"Potato chips, restructured, plain",24
4050,"Potato chips, restructured, flavored",24
4051,"Potato chips, baked, plain",24
4052,"Potato chips, baked, flavored",24
4053,"Potato chips, reduced fat",24
4054,"Potato chips, restructured, reduced fat, lightly salted",24
4055,"Potato chips, unsalted",24
4056,"Potato chips, lightly salted",24
4057,"Potato chips, restructured, lightly salted",24
4058,"Potato chips, popped, plain",24
4059,"Potato chips, popped, flavored",24
4060,"Potato chips, popped, NFS",24
4061,"Potato sticks, plain",24
4062,"Potato sticks, flavored",24
4063,"Potato sticks, fry shaped",24
4064,Vegetable chips,24
4065,"Potato, scalloped, NFS",6
4066,"Potato, scalloped, from fast food or restaurant",6
4067,"Potato, scalloped, from fresh",6
4068,"Potato, scalloped, from fresh, with meat",6
4069,"Potato, scalloped, from dry mix",6
4070,"Potato, scalloped, from dry mix, with meat",6
4071,"Potato, scalloped, ready-to-heat",6
4072,"Potato, scalloped, ready-to-heat, with meat",6
4073,"Potato, french fries, NFS",12
4074,"Potato, french fries, NS as to fresh or frozen",12
4075,"Potato, french fries, from fresh, fried",12
4076,"Potato, french fries, from fresh, baked",12
4077,"Potato, french fries, from frozen, baked",12
4078,"Potato, french fries, fast food",12
4079,"Potato, french fries, restaurant",12
4080,"Potato, french fries, from frozen, fried",12
4081,"Potato, french fries, school",12
4082,"Potato, french fries, with cheese, fast food / restaurant",12
4083,"Potato, french fries, with cheese, school",12
4084,"Potato, french fries, with chili, fast food / restaurant",24
4085,"Potato, french fries, with chili and cheese, fast food / restaurant",24
4086,"Potato, french fries, with cheese",12
4087,"Potato, french fries, with chili and cheese",24
4088,"Potato, french fries, with chili",24
4089,"Potato, home fries, NFS",12
4090,"Potato, home fries, from restaurant / fast food",12
4091,"Potato, home fries, from fresh",12
4092,"Potato, home fries, ready-to-heat",12
4093,"Potato, home fries, with vegetables",12
4094,"Potato, hash brown, NFS",12
4095,"Potato, hash brown, from fast food",12
4096,"Potato, hash brown, from fast food, with cheese",12
4097,"Potato, hash brown, from restaurant",12
4098,"Potato, hash brown, from restaurant, with cheese",12
4099,"Potato, hash brown, from school lunch",12
4100,"Potato, hash brown, from fresh",12
4101,"Potato, hash brown, from fresh, with cheese",12
4102,"Potato, hash brown, from dry mix",12
4103,"Potato, hash brown, ready-to-heat",12
4104,"Potato, hash brown, ready-to-heat, with cheese",12
4105,Potato skins without topping,12
4106,"Potato skins, with cheese",12
4107,"Potato skins, with cheese and bacon",12
4108,"Potato skins, NFS",12
4109,"Potato, mashed, NFS",6
4110,"Potato, mashed, from fast food",6
4111,"Potato, mashed, from fast food, with gravy",6
4112,"Potato, mashed, ready-to-heat",6
4113,"Potato, mashed, from fresh, made with milk",6
4114,"Potato, mashed, from fresh, made with milk, with cheese",6
4115,"Potato, mashed, from fresh, made with milk, with gravy",6
4116,"Potato, mashed, from fresh, NFS",6
4117,"Potato, mashed, from restaurant",6
4118,"Potato, mashed, from restaurant, with gravy",6
4119,"Potato, mashed, from school lunch",6
4120,"Potato, mashed, from dry mix, NFS",6
4121,"Potato, mashed, from dry mix, made with milk",6
4122,"Potato, mashed, from dry mix, made with milk, with cheese",6
4123,"Potato, mashed, from dry mix, made with milk, with gravy",6
4124,"Potato, mashed, ready-to-heat, NFS",6
4125,"Potato, mashed, ready-to-heat, with cheese",6
4126,"Potato, mashed, ready-to-heat, with gravy",6
4127,Potato patty,12
4128,"Potato tots, NFS",12
4129,"Potato tots, fast food / restaurant",12
4130,"Potato tots, school",12
4131,"Potato tots, from fresh, fried or baked",12
4132,"Potato tots, frozen, baked",12
4133,"Potato tots, frozen, fried",12
4134,"Potato tots, frozen, NS as to fried or baked",12
4135,"Potato, baked, peel not eaten, with butter",6
4136,"Potato, baked, peel not eaten, with sour cream",6
4137,"Potato, baked, peel not eaten, with cheese",6
4138,"Potato, baked, peel not eaten, with meat",6
4139,"Potato, baked, peel not eaten, with chili",24
4140,"Potato, baked, peel not eaten, with vegetables",6
4141,"Potato, baked, peel eaten",6
4142,"Potato, baked, peel eaten, with butter",6
4143,"Potato, baked, peel eaten, with sour cream",6
4144,"Potato, baked, peel eaten, with cheese",6
4145,"Potato, baked, peel eaten, with meat",6
4146,"Potato, baked, peel eaten, with chili",24
4147,"Potato, baked, peel eaten, with vegetables",6
4148,"Potato salad with egg, from restaurant",8
4149,"Potato salad with egg, made with mayonnaise",8
4150,"Potato salad with egg, made with light mayonnaise",8
4151,"Potato salad with egg, made with mayonnaise-type salad dressing",8
4152,"Potato salad with egg, made with light mayonnaise-type salad dressing",8
4153,"Potato salad with egg, made with creamy dressing",8
4154,"Potato salad with egg, made with light creamy dressing",8
4155,"Potato salad with egg, made with Italian dressing",8
4156,"Potato salad with egg, made with light Italian dressing",8
4157,"Potato salad with egg, made with any type of fat free dressing",8
4158,"Potato salad, German style",8
4159,"Potato salad, from restaurant",8
4160,"Potato salad, made with mayonnaise",8
4161,"Potato salad, made with light mayonnaise",8
4162,"Potato salad, made with mayonnaise-type salad dressing",8
4163,"Potato salad, made with light mayonnaise-type salad dressing",8
4164,"Potato salad, made with creamy dressing",8
4165,"Potato salad, made with light creamy dressing",8
4166,"Potato salad, made with Italian dressing",8
4167,"Potato salad, made with light Italian dressing",8
4168,"Potato salad, made with any type of fat free dressing",8
4169,Potato pancake,12
4170,Lefse,8
4171,Stewed potatoes,12
4172,Stewed potatoes with tomatoes,12
4173,"Soup, potato",8
4174,"Soup, potato with meat",8
4175,"Plantain, cooked, no added fat",6
4176,"Plantain, cooked with oil",6
4177,"Plantain, raw",6
4178,"Plantain, cooked, fat added, NS as to fat type",6
4179,"Plantain, cooked with butter or margarine",6
4180,Plantain chips,24
4181,"Cassava, cooked",6
4182,Yuca fries,12
4183,"Casabe, cassava bread",9
4184,"Taro, cooked",6
4185,Fufu,8
4186,Taro chips,24
4187,"Beet greens, raw",6
4188,"Beet greens, cooked",6
4189,"Broccoli raab, raw",6
4190,"Broccoli raab, cooked",6
4191,"Chard, raw",6
4192,"Chard, cooked",6
4193,"Collards, raw",6
4194,"Collards, fresh, cooked, no added fat",6
4195,"Collards, frozen, cooked, no added fat",6
4196,"Collards, NS as to form, cooked",6
4197,"Collards, fresh, cooked, fat added, NS as to fat type",6
4198,"Collards, frozen, cooked, fat added, NS as to fat type",6
4199,"Collards, fresh, cooked with oil",6
4200,"Collards, fresh, cooked with butter or margarine",6
4201,"Collards, frozen, cooked with oil",6
4202,"Collards, frozen, cooked with butter or margarine",6
4203,"Cress, raw",6
4204,"Cress, cooked",6
4205,"Dandelion greens, raw",6
4206,"Dandelion greens, cooked",6
4207,"Romaine lettuce, raw",6
4208,"Caesar salad, with romaine, no dressing",8
4209,"Escarole, cooked",6
4210,"Greens, fresh, cooked, no added fat",6
4211,"Greens, frozen, cooked, no added fat",6
4212,"Greens, NS as to form, cooked",6
4213,"Greens, fresh, cooked, fat added",6
4214,"Greens, frozen, cooked, fat added",6
4215,"Greens, canned, cooked",6
4216,"Kale, raw",6
4217,"Kale, fresh, cooked, no added fat",6
4218,"Kale, frozen, cooked, no added fat",6
4219,"Kale, NS as to form, cooked",6
4220,"Kale, fresh, cooked, fat added",6
4221,"Kale, frozen, cooked, fat added",6
4222,"Lambsquarter, cooked",6
4223,"Mustard greens, raw",6
4224,"Mustard greens, fresh, cooked, no added fat",6
4225,"Mustard greens, frozen, cooked, no added fat",6
4226,"Mustard greens, NS as to form, cooked",6
4227,"Mustard greens, fresh, cooked, fat added",6
4228,"Mustard greens, frozen, cooked, fat added",6
4229,"Poke greens, cooked",6
4230,"Radicchio, raw",6
4231,"Spinach, raw",6
4232,"Spinach, fresh, cooked, no added fat",6
4233,"Spinach, frozen, cooked, no added fat",6
4234,"Spinach, canned, cooked, no added fat",6
4235,"Spinach, fresh, cooked with oil",6
4236,"Spinach, fresh, cooked with butter or margarine",6
4237,"Spinach, NS as to form, cooked",6
4238,"Spinach, fresh, cooked, fat added, NS as to fat type",6
4239,"Spinach, frozen, cooked, fat added, NS as to fat type",6
4240,"Spinach, canned, cooked, fat added, NS as to fat type",6
4241,"Spinach, frozen, cooked with oil",6
4242,"Spinach, frozen, cooked with butter or margarine",6
4243,"Spinach, canned, cooked with oil",6
4244,"Spinach, canned, cooked with butter or margarine",6
4245,"Spinach, creamed",6
4246,Spinach souffle,8
4247,Spinach and cheese casserole,12
4248,Palak Paneer,8
4249,Channa Saag,8
4250,"Taro leaves, cooked",6
4251,"Turnip greens, fresh, cooked, no added fat",6
4252,"Turnip greens, frozen, cooked, no added fat",6
4253,"Turrnip greens, NS as to form, cooked",6
4254,"Turnip greens, fresh, cooked, fat added",6
4255,"Turnip greens, frozen, cooked, fat added",6
4256,"Watercress, raw",6
4257,"Watercress, cooked",6
4258,"Bitter melon, horseradish, jute, or radish leaves, cooked",6
4259,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",6
4260,"Broccoli, raw",6
4261,"Broccoli, cooked, from restaurant",6
4262,"Broccoli, fresh, cooked, no added fat",6
4263,"Broccoli, frozen, cooked, no added fat",6
4264,"Broccoli, NS as to form, cooked",6
4265,"Broccoli, fresh, cooked, fat added, NS as to fat type",6
4266,"Broccoli, frozen, cooked, fat added, NS as to fat type",6
4267,"Broccoli, fresh, cooked with oil",6
4268,"Broccoli, fresh, cooked with butter or margarine",6
4269,"Broccoli, frozen, cooked with oil",6
4270,"Broccoli, frozen, cooked with butter or margarine",6
4271,Broccoli casserole with noodles,12
4272,Broccoli casserole with rice,12
4273,Fried broccoli,12
4274,"Broccoli, chinese, raw",6
4275,"Broccoli, Chinese, cooked",6
4276,"Soup, broccoli cheese",8
4277,"Carrots, raw",6
4278,"Carrots, raw, salad",6
4279,"Carrots, raw, salad with apples",6
4280,"Carrots, cooked, from restaurant",6
4281,"Carrots, fresh, cooked, no added fat",6
4282,"Carrots, frozen, cooked, no added fat",6
4283,"Carrots, canned, cooked, no added fat",6
4284,"Carrots, fresh, cooked with oil",6
4285,"Carrots, fresh, cooked with butter or margarine",6
4286,"Carrots, NS as to form, cooked",6
4287,"Carrots, fresh, cooked, fat added, NS as to fat type",6
4288,"Carrots, frozen, cooked, fat added, NS as to fat type",6
4289,"Carrots, canned, cooked, fat added, NS as to fat type",6
4290,"Carrots, frozen, cooked with oil",6
4291,"Carrots, frozen, cooked with butter or margarine",6
4292,"Carrots, canned, cooked with oil",6
4293,"Carrots, canned, cooked with butter or margarine",6
4294,"Carrots, glazed, cooked",6
4295,"Carrots, canned, reduced sodium, cooked, no added fat",6
4296,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",6
4297,"Carrots, canned, reduced sodium, cooked with oil",6
4298,"Carrots, canned, reduced sodium, cooked with butter or margarine",6
4299,Beet juice,12
4300,"Carrot juice, 100%",12
4301,"Peas and carrots, fresh, cooked, no added fat",6
4302,"Peas and carrots, frozen, cooked, no added fat",6
4303,"Peas and carrots, canned, cooked, no added fat",6
4304,"Peas and carrots, cooked, NS as to form",6
4305,"Peas and carrots, fresh, cooked, fat added",6
4306,"Peas and carrots, frozen, cooked, fat added",6
4307,"Peas and carrots, canned, cooked, fat added",6
4308,"Pumpkin, canned, cooked",6
4309,"Pumpkin, cooked",6
4310,"Winter squash, raw",6
4311,"Winter squash, cooked, no added fat",6
4312,"Winter squash, cooked, fat added",6
4313,"Squash, winter, souffle",8
4314,"Sweet potato, NFS",6
4315,"Sweet potato, baked, NS as to fat",6
4316,"Sweet potato, baked, no added fat",6
4317,"Sweet potato, baked, fat added",6
4318,"Sweet potato, boiled, NS as to fat",6
4319,"Sweet potato, boiled, no added fat",6
4320,"Sweet potato, boiled, fat added",6
4321,"Sweet potato, candied",6
4322,"Sweet potato, canned, NS as to fat",6
4323,"Sweet potato, canned, no added fat",6
4324,"Sweet potato, canned, fat added",6
4325,"Sweet potato, casserole or mashed",6
4326,"Sweet potato fries, NFS",12
4327,Sweet potato chips,24
4328,"Sweet potato fries, frozen",12
4329,"Sweet potato fries, from fresh",12
4330,"Sweet potato fries, fast food / restaurant",12
4331,"Sweet potato fries, school",12
4332,Sweet potato tots,12
4333,"Sweet potato tots, fast food / restaurant",12
4334,"Sweet potato tots, school",12
4335,"Soup, pumpkin",8
4336,"Tomatoes, raw",6
4337,"Tomatoes, NS as to form, cooked",6
4338,"Tomatoes, fresh, cooked",6
4339,"Tomatoes, canned, cooked",6
4340,"Tomatoes, scalloped",6
4341,"Tomatoes, canned, reduced sodium, cooked",6
4342,Fried green tomatoes,12
4343,"Tomato, green, pickled",6
4344,Sun-dried tomatoes,6
4345,"Tomato juice, 100%",12
4346,"Tomato juice, 100%, low sodium",12
4347,Tomato juice cocktail,12
4348,"Tomato and vegetable juice, 100%",12
4349,"Tomato and vegetable juice, 100%, low sodium",12
4350,Ketchup,8
4351,"Ketchup, reduced sodium",8
4352,Tomato chili sauce,8
4353,"Salsa, NFS",8
4354,"Salsa, pico de gallo",8
4355,"Salsa, red",8
4356,"Salsa, red, homemade",8
4357,Taco sauce,8
4358,"Enchilada sauce, red",8
4359,"Enchilada sauce, green",8
4360,"Salsa verde or salsa, green",8
4361,Hot Thai sauce,24
4362,Spaghetti sauce,9
4363,Spaghetti sauce with added vegetables,9
4364,"Spaghetti sauce, reduced sodium",9
4365,"Spaghetti sauce, fat free",9
4366,Vodka sauce with tomatoes and cream,252
4367,Barbecue sauce,8
4368,Buffalo sauce,24
4369,Steak sauce,8
4370,Cocktail sauce,8
4371,Puerto Rican seasoning with ham,8
4372,Puerto Rican seasoning without ham and tomato sauce,8
4373,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",6
4374,"Soup, tomato",8
4375,"Soup, cream of tomato",8
4376,"Soup, tomato, canned",8
4377,"Soup, tomato, canned / carton, reduced sodium",8
4378,Tomato sandwich on white,9
4379,Tomato sandwich on wheat,9
4380,"Raw vegetable, NFS",6
4381,"Sprouts, NFS",6
4382,"Alfalfa sprouts, raw",6
4383,Artichoke,6
4384,"Asparagus, raw",6
4385,"Bean sprouts, raw",6
4386,"Green beans, raw",6
4387,"Beets, raw",6
4388,"Broccoflower, raw",6
4389,"Brussels sprouts, raw",6
4390,"Cabbage, green, raw",6
4391,"Cabbage, Chinese, raw",6
4392,"Cabbage, red, raw",6
4393,"Cactus, raw",6
4394,"Cauliflower, raw",6
4395,"Celery, raw",6
4396,"Fennel bulb, raw",6
4397,"Basil, raw",6
4398,"Chives, raw",6
4399,"Cilantro, raw",6
4400,"Corn, raw",6
4401,"Cucumber, raw",6
4402,"Eggplant, raw",6
4403,"Garlic, raw",6
4404,"Jicama, raw",6
4405,"Kohlrabi, raw",6
4406,"Lettuce, raw",6
4407,"Lettuce, Boston, raw",6
4408,"Lettuce, arugula, raw",6
4409,"Mixed salad greens, raw",6
4410,"Mushrooms, raw",6
4411,"Onions, green, raw",6
4412,"Onions, raw",6
4413,"Parsley, raw",6
4414,"Green peas, raw",6
4415,"Peppers, hot, raw",6
4416,"Peppers, raw, NFS",6
4417,"Peppers, sweet, green, raw",6
4418,"Peppers, sweet, red, raw",6
4419,"Peppers, banana, raw",6
4420,Radish,6
4421,"Rutabaga, raw",6
4422,"Seaweed, raw",6
4423,"Snowpeas, raw",6
4424,"Summer squash, yellow, raw",6
4425,"Summer squash, green, raw",6
4426,"Turnip, raw",6
4427,Mixed vegetable juice,12
4428,Celery juice,12
4429,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",8
4430,Broccoli slaw salad,6
4431,"Coleslaw, fast food / restaurant",6
4432,Coleslaw,6
4433,"Cabbage salad, NFS",6
4434,"Coleslaw, with fruit",6
4435,Cucumber and vegetable namasu,6
4436,"Cucumber salad, made with sour cream dressing",6
4437,"Cucumber salad, made with Italian dressing",6
4438,Cucumber salad made with cucumber and vinegar,6
4439,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",6
4440,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",6
4441,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",6
4442,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",6
4443,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",6
4444,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",6
4445,"Lettuce, wilted, with bacon dressing",6
4446,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",8
4447,"Greek Salad, no dressing",6
4448,"Spinach salad, no dressing",6
4449,"Cobb salad, no dressing",8
4450,Aloe vera juice drink,24
4451,"Asparagus, fresh, cooked, no added fat",6
4452,"Asparagus, frozen, cooked, no added fat",6
4453,"Asparagus, canned, cooked, no added fat",6
4454,"Asparagus, NS as to form, cooked",6
4455,"Asparagus, fresh, cooked, fat added, NS as to fat type",6
4456,"Asparagus, frozen, cooked, fat added, NS as to fat type",6
4457,"Asparagus, canned, cooked, fat added, NS as to fat type",6
4458,"Asparagus, fresh, cooked with oil",6
4459,"Asparagus, fresh, cooked with butter or margarine",6
4460,"Asparagus, frozen, cooked with oil",6
4461,"Asparagus, frozen, cooked with butter or margarine",6
4462,"Asparagus, canned, cooked with oil",6
4463,"Asparagus, canned, cooked with butter or margarine",6
4464,"Bamboo shoots, cooked",6
4465,"Lima beans, from frozen, no added fat",6
4466,"Lima beans, from frozen, fat added",6
4467,"Lima beans, from canned",6
4468,"Green beans, cooked, from restaurant",6
4469,"Green beans, fresh, cooked, no added fat",6
4470,"Green beans, frozen, cooked, no added fat",6
4471,"Green beans, canned, cooked, no added fat",6
4472,"Green beans, NS as to form, cooked",6
4473,"Green beans, fresh, cooked, fat added, NS as to fat type",6
4474,"Green beans, frozen, cooked, fat added, NS as to fat type",6
4475,"Green beans, canned, cooked, fat added, NS as to fat type",6
4476,"Green beans, fresh, cooked with oil",6
4477,"Green beans, fresh, cooked with butter or margarine",6
4478,"Green beans, frozen, cooked with oil",6
4479,"Green beans, frozen, cooked with butter or margarine",6
4480,"Green beans, canned, cooked with oil",6
4481,"Green beans, canned, cooked with butter or margarine",6
4482,"Green beans, canned, reduced sodium, cooked, no added fat",6
4483,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",6
4484,"Green beans, canned, reduced sodium, cooked with oil",6
4485,"Green beans, canned, reduced sodium, cooked with butter or margarine",6
4486,Fried green beans,12
4487,"Yellow string beans, cooked",6
4488,"Bean sprouts, cooked",6
4489,"Beets, fresh, cooked, no added fat",6
4490,"Beets, canned, cooked, no added fat",6
4491,"Beets, NS as to form, cooked",6
4492,"Beets, fresh, cooked, fat added",6
4493,"Beets, canned, cooked, fat added",6
4494,"Beets, canned, reduced sodium, cooked",6
4495,"Bitter melon, cooked",6
4496,"Breadfruit, cooked",6
4497,"Broccoflower, cooked",6
4498,"Brussels sprouts, fresh, cooked, no added fat",6
4499,"Brussels sprouts, frozen, cooked, no added fat",6
4500,"Brussels sprouts, NS as to form, cooked",6
4501,"Brussels sprouts, fresh, cooked, fat added",6
4502,"Brussels sprouts, frozen, cooked, fat added",6
4503,"Burdock, cooked",6
4504,"Cabbage, Chinese, cooked, no added fat",6
4505,"Cabbage, Chinese, cooked, fat added",6
4506,"Cabbage, green, cooked, no added fat",6
4507,"Cabbage, green, cooked, fat added, NS as to fat type",6
4508,"Cabbage, green, cooked with oil",6
4509,"Cabbage, green, cooked with butter or margarine",6
4510,"Cabbage, red, cooked",6
4511,"Cabbage, savoy, cooked",6
4512,"Cactus, cooked, no added fat",6
4513,"Cactus, cooked, fat added",6
4514,"Cauliflower, fresh, cooked, no added fat",6
4515,"Cauliflower, frozen, cooked, no added fat",6
4516,"Cauliflower, NS as to form, cooked",6
4517,"Cauliflower, fresh, cooked, fat added, NS as to fat type",6
4518,"Cauliflower, frozen, cooked, fat added, NS as to fat type",6
4519,"Cauliflower, fresh, cooked with oil",6
4520,"Cauliflower, fresh, cooked with butter or margarine",6
4521,"Cauliflower, frozen, cooked with oil",6
4522,"Cauliflower, frozen, cooked with butter or margarine",6
4523,"Celery, cooked",6
4524,"Fennel bulb, cooked",6
4525,"Christophine, cooked",6
4526,"Corn, cooked, from restaurant",6
4527,"Corn, fresh, cooked, no added fat",6
4528,"Corn, frozen, cooked, no added fat",6
4529,"Corn, canned, cooked, no added fat",6
4530,"Corn, NS as to form, cooked",6
4531,"Corn, fresh, cooked, fat added, NS as to fat type",6
4532,"Corn, frozen, cooked, fat added, NS as to fat type",6
4533,"Corn, canned, cooked, fat added, NS as to fat type",6
4534,"Corn, fresh, cooked with oil",6
4535,"Corn, fresh, cooked with butter or margarine",6
4536,"Corn, frozen, cooked with oil",6
4537,"Corn, frozen, cooked with butter or margarine",6
4538,"Corn, canned, cooked with oil",6
4539,"Corn, canned, cooked with butter or margarine",6
4540,"Corn, creamed",6
4541,"Corn, canned, reduced sodium, cooked, no added fat",6
4542,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",6
4543,"Corn, canned, reduced sodium, cooked with oil",6
4544,"Corn, canned, reduced sodium, cooked with butter or margarine",6
4545,"Cucumber, cooked",6
4546,"Eggplant, cooked, no added fat",6
4547,"Eggplant, cooked, fat added",6
4548,"Flowers or blossoms of sesbania, squash, or lily, cooked",6
4549,"Garlic, cooked",6
4550,"Hominy, cooked",6
4551,"Kohlrabi, cooked",6
4552,Leeks,6
4553,"Lotus root, cooked",6
4554,"Mushrooms, fresh, cooked, no added fat",6
4555,"Mushrooms, NS as to form, cooked",6
4556,"Mushrooms, fresh, cooked, fat added, NS as to fat type",6
4557,"Mushrooms, canned, cooked",6
4558,"Mushrooms, fresh, cooked with oil",6
4559,"Mushrooms, fresh, cooked with butter or margarine",6
4560,"Mushroom, Asian, cooked, from dried",6
4561,"Okra, fresh, cooked, no added fat",6
4562,"Okra, frozen, cooked, no added fat",6
4563,"Okra, NS as to form, cooked",6
4564,"Okra, fresh, cooked, fat added",6
4565,"Okra, frozen, cooked, fat added",6
4566,"Lettuce, cooked",6
4567,"Onions, cooked, no added fat",6
4568,"Onions, cooked, fat added",6
4569,"Onions, pearl, cooked",6
4570,"Onions, green, cooked",6
4571,"Palm hearts, cooked",6
4572,"Parsnips, cooked",6
4573,"Blackeyed peas, from frozen",6
4574,"Blackeyed peas, from canned",6
4575,"Green peas, cooked, from restaurant",6
4576,"Green peas, fresh, cooked, no added fat",6
4577,"Green peas, frozen, cooked, no added fat",6
4578,"Green peas, canned, cooked, no added fat",6
4579,"Green peas, NS as to form, cooked",6
4580,"Green peas, fresh, cooked, fat added, NS as to fat type",6
4581,"Green peas, frozen, cooked, fat added, NS as to fat type",6
4582,"Green peas, canned, cooked, fat added, NS as to fat type",6
4583,"Green peas, fresh, cooked with oil",6
4584,"Green peas, fresh, cooked with butter or margarine",6
4585,"Green peas, frozen, cooked with oil",6
4586,"Green peas, frozen, cooked with butter or margarine",6
4587,"Green peas, canned, cooked with oil",6
4588,"Green peas, canned, cooked with butter or margarine",6
4589,"Green peas, canned, reduced sodium, cooked, no added fat",6
4590,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",6
4591,"Green peas, canned, reduced sodium, cooked with oil",6
4592,"Green peas, canned, reduced sodium, cooked with butter or margarine",6
4593,"Peppers, green, cooked",6
4594,"Peppers, red, cooked",6
4595,"Peppers, hot, cooked",6
4596,Pimiento,6
4597,"Rutabaga, cooked",6
4598,"Salsify, cooked",6
4599,Sauerkraut,8
4600,"Snowpeas, fresh, cooked, no added fat",6
4601,"Snowpeas, frozen, cooked, no added fat",6
4602,"Snowpeas, NS as to form, cooked",6
4603,"Snowpeas, fresh, cooked, fat added",6
4604,"Snowpeas, frozen, cooked, fat added",6
4605,"Seaweed, dried",6
4606,"Seaweed, cooked, no added fat",6
4607,"Seaweed, cooked, fat added",6
4608,"Summer squash, yellow or green, fresh, cooked, no added fat",6
4609,"Summer squash, yellow or green, frozen, cooked, no added fat",6
4610,"Summer squash, yellow or green, NS as to form, cooked",6
4611,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",6
4612,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type",6
4613,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type",6
4614,"Summer squash, yellow or green, fresh, cooked with oil",6
4615,"Summer squash, yellow or green, fresh, cooked with butter or margarine",6
4616,"Summer squash, yellow or green, frozen, cooked with oil",6
4617,"Summer squash, yellow or green, frozen, cooked with butter or margarine",6
4618,"Spaghetti squash, cooked",6
4619,"Turnip, cooked",6
4620,Water Chesnut,6
4621,"Winter melon, cooked",6
4622,Yeast,8
4623,Yeast extract spread,8
4624,"Lima beans and corn, cooked, no added fat",6
4625,"Lima beans and corn, cooked, fat added",6
4626,"Bean salad, yellow and/or green string beans",6
4627,"Peppers and onions, cooked, no added fat",6
4628,"Peppers and onions, cooked, fat added",6
4629,"Classic mixed vegetables, cooked, from restaurant",6
4630,"Classic mixed vegetables, frozen, cooked, no added fat",6
4631,"Classic mixed vegetables, canned, cooked, no added fat",6
4632,"Classic mixed vegetables, NS as to form, cooked",6
4633,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",6
4634,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",6
4635,"Classic mixed vegetables, frozen, cooked with oil",6
4636,"Classic mixed vegetables, frozen, cooked with butter or margarine",6
4637,"Classic mixed vegetables, canned, cooked with oil",6
4638,"Classic mixed vegetables, canned, cooked with butter or margarine",6
4639,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",6
4640,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",6
4641,"Classic mixed vegetables, canned, reduced sodium, cooked with oil",6
4642,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",6
4643,"Peas and corn, cooked, no added fat",6
4644,"Peas and corn, cooked, fat added",6
4645,Ratatouille,8
4646,"Vegetables, stew type, cooked, fat added",12
4647,"Vegetables, stew type, cooked, no added fat",12
4648,"Broccoli and cauliflower, cooked, no added fat",6
4649,"Broccoli and cauliflower, cooked, fat added",6
4650,"Broccoli, cauliflower and carrots, cooked, no added fat",6
4651,"Broccoli, cauliflower and carrots, cooked, fat added",6
4652,"Asian stir fry vegetables, cooked, no added fat",12
4653,"Asian stir fry vegetables, cooked, fat added",12
4654,"Jai, Monk's Food",8
4655,"Vegetable mixture, dried",6
4656,"Artichokes, stuffed",6
4657,Green bean casserole,12
4658,"Green beans, cooked, Szechuan-style",6
4659,Fried cauliflower,12
4660,"Chiles rellenos, cheese-filled",24
4661,"Chiles rellenos, filled with meat and cheese",24
4662,Stuffed jalapeno pepper,24
4663,"Corn, scalloped or pudding",6
4664,"Fritter, corn",12
4665,Fried eggplant,12
4666,Eggplant dip,8
4667,"Eggplant parmesan casserole, regular",12
4668,Eggplant with cheese and tomato sauce,8
4669,"Mushrooms, stuffed",6
4670,Fried mushrooms,12
4671,Fried okra,12
4672,Fried onion rings,12
4673,Pea salad,6
4674,Pea salad with cheese,6
4675,"Fried summer squash, yellow or green",12
4676,"Squash, summer, casserole with tomato and cheese",12
4677,"Squash, summer, casserole, with rice and tomato sauce",12
