id,Title,Desc,Muscle Group,metValue,sports,Minimal Age (months)
2725,30 Shoulders Smith Machine Shoulder Press,The 30 Shoulders Smith machine shoulder press is a shoulder press on a Smith machine.,"Shoulders, Triceps",4.5,Bodybuilding,192
2726,Handstand push-up,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will need to progress to this move.","Shoulders, Triceps, Abs",8.5,"Calisthenics, Crossfit, Gymnastics",192
2727,Upward Stretch,The upward stretch is a simple overhead stretch.,"Shoulders, Back",1.5,"Mobility, Yoga",72
2728,Shoulder Circles,Shoulder circles are a mobility exercise.,Shoulders,1.5,Mobility,72
2729,Cross-body shoulder stretch,"The cross-body shoulder stretch targets increased flexibility in the shoulders. It is a common inclusion in upper-body dynamic warm-ups prior to training or sports, but can also be performed anytime to ""limber up"" the upper body.",Shoulders,1.5,Mobility,72
2730,Arm circle,"The arm circle is a non-weighted exercise targeting the shoulders. It involves extending your arms to the sides and drawing small circles in the air with your hands. It is common in warm-ups for both training and athletics, and is often performed simply until someone feels a burn, rather than for a set amount of reps.",Shoulders,2.5,Mobility,72
2731,Seated Front Deltoid,This refers to seated front deltoid exercises.,"Shoulders, Deltoids",3.0,Bodybuilding,168
2732,Shoulder Raise,This refers to general shoulder raises.,Shoulders,3.0,Bodybuilding,168
2733,Hand Stand Push-Up,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will want to progress to this move.","Shoulders, Triceps, Abs",8.5,"Calisthenics, Crossfit, Gymnastics",192
2734,Wall walk,"The wall walk is a challenging exercise that works the entire body. From a push-up position, the hands walk back as the feet walk up the wall, then the whole movement is reversed. This is not for beginners, who will need to progress to this exercise.","Shoulders, Abs, Full Body",7.5,"Calisthenics, Crossfit, Gymnastics",168
2735,Return Push from Stance,The return push from stance is a martial arts or athletic drill.,Full Body,6.0,Martial Arts,144
2736,Wall shoulder tap,"The wall shoulder tap is a bodyweight shoulder exercise that is a popular movement for gymnasts, cheerleaders, and other athletes who need to spend a lot of time in dynamic handstand movements. Beginning in a handstand position with toes touching the wall, one hand is raised to touch the opposing shoulder. This continues in alternating fashion for the duration of the set.","Shoulders, Abs, Obliques",7.0,"Calisthenics, Cheerleading, Gymnastics",168
2737,Bear crawl shoulder tap,"The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.","Full Body, Shoulders, Abs, Obliques",6.0,"Animal Flow, Fitness",144
2738,Shadow boxing,"Shadow boxing is an exercise typically used in combat sports and fighting. However, it can also make a great cardio session for anyone to implement in a fast-paced circuit or as active rest. It is usually performed for time or rounds.","Full Body, Shoulders, Arms",9.0,"Boxing, Kickboxing, Martial Arts",120
2739,Bear crawl fire feet,"Bear crawl fire feet is a variation of the bear crawl that involves running in place while in a static bear crawl hold. It adds an extra coordination and full-body challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.","Full Body, Shoulders, Abs, Legs",8.0,"Animal Flow, Fitness, HIIT",144
2740,Wall sprawl,"The wall sprawl is a bodyweight exercise targeting the shoulders, although numerous other muscles are recruited to complete the exercise. From an all-fours position, you kick up onto the wall, then back down. It's a serious cardiovascular challenge that is usually performed as part of a fat-loss or athleticism-focused workout.","Full Body, Shoulders",9.5,"Fitness, HIIT",168
2741,Bent Over Shoulder Y,"The lying rear delt Y works the shoulders, specifically the rear heads. The range of motion differs from the lying rear delt fly. At the midpoint, the arms and torso form a Y—hence the name.","Shoulders, Back",3.0,"Bodybuilding, Rehabilitation",144
2742,Shoulder L,"The bent-over shoulder rotation is an upper-body exercise that helps strengthen the muscles around the rotator cuff for a stable shoulder joint. It is usually performed as part of a dynamic warm-up for the shoulders. It can be performed with body weight, light dumbbells or weight plates, or bands.",Shoulders,2.5,"Mobility, Rehabilitation",96
2743,Shoulder Dislocation Stretch-Dowel,The shoulder dislocation stretch with a dowel is a shoulder mobility exercise.,Shoulders,2.0,"Mobility, Olympic Weightlifting",84
2744,TBS Inverted Row,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more.","Back, Biceps",4.5,Calisthenics,144
2745,PVC Shoulder Stretch,The PVC shoulder stretch is a shoulder mobility exercise with a PVC pipe.,Shoulders,2.0,"Mobility, Olympic Weightlifting",84
2746,Shoulder T,"The bent-over plate rear delt raise is an exercise targeting the rear heads of the shoulders, aka deltoids. You can also use dumbbells or other light weights for a similar effect. This movement is usually performed as part of a dynamic warm-up, or as a high-rep burnout movement on a shoulder or back day.","Shoulders, Back",3.0,"Bodybuilding, Rehabilitation",144
2747,HM Arm Circle,The HM arm circle is a dynamic warm-up.,Shoulders,2.5,Mobility,72
2748,HM Shoulder Stretch,The HM shoulder stretch is a general shoulder stretch.,Shoulders,1.5,Mobility,72
2749,HM Shoulder Stretch on Floor,The HM shoulder stretch on the floor is a shoulder stretch performed on the floor.,Shoulders,1.5,Mobility,72
2750,HM Shoulder Tap,The HM shoulder tap is a core stability exercise.,"Abs, Shoulders, Obliques",4.0,Fitness,120
2751,HM Hand-On-Wall Stretch,The HM hand-on-wall stretch is a chest and shoulder stretch.,"Chest, Shoulders",1.5,Mobility,72
2752,HM Jumping Arm Circle,The HM jumping arm circle is a dynamic warm-up.,"Full Body, Shoulders",6.0,Mobility,84
2753,Kipping Clapping Pull-Up,The kipping clapping pull-up is an advanced plyometric pull-up.,"Back, Lats, Biceps, Full Body",8.5,"Calisthenics, Crossfit",192
2754,Holman Kneeling Overhead Press to Donkey Kick,The Holman kneeling overhead press to donkey kick is a compound exercise.,"Full Body, Shoulders, Glutes",6.5,"Circuit Training, Fitness",168
2755,Floor angel,The floor angel is a stretch targeting shoulder mobility and activation of the shoulder stabilizer muscles. It also targets a range of postural muscles in the upper back.,"Shoulders, Back",2.0,"Mobility, Rehabilitation",84
2756,Shoulder extension stretch,"The shoulder extension stretch is focused on bringing more flexibility to the shoulder joint. It increases range of motion in shoulder extension, or moving the arms behind the back. It can be performed as part of a warm-up or mobility and flexibility work post-workout or anytime.",Shoulders,1.5,Mobility,72
2757,Backward Medicine Ball Throw,The backward medicine ball throw is a power exercise.,Full Body,7.5,"Athletics, Sports Performance",168
2758,Medicine ball scoop throw,"The medicine ball scoop throw is an explosive exercise targeting the abdominals and hips. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.","Full Body, Abs, Shoulders, Legs",8.5,"Athletics, Fitness",168
2759,Standing Two-Arm Overhead Throw,The standing two-arm overhead throw is a medicine ball exercise.,"Full Body, Shoulders, Abs",6.5,Fitness,168
2760,Incline face-down bar front raise,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Shoulders,3.5,Bodybuilding,192
2761,Incline anti-gravity shoulder press,"The incline anti-gravity shoulder press is an upper-body exercise targeting the shoulders and upper back. It works the rear delts and upper-back muscles isometrically to hold the weight up, while dynamically training the lateral and front delts. Because of the challenge of holding the weight up, this press variation is usually performed with relatively light weights for moderate reps, such as 8-12 reps per set or more, as part of upper-body or shoulder training.","Shoulders, Back",4.0,"Bodybuilding, Fitness",168
2762,30 Shoulders EZ-Bar Front Raise,The 30 Shoulders EZ-bar front raise is a front raise with an EZ-bar.,Shoulders,3.0,Bodybuilding,192
2763,Side Wrist Pull,The side wrist pull is a stretch for the wrist and forearm.,Forearms,1.5,Mobility,72
2764,Elbow Circles,Elbow circles are a mobility exercise.,Arms,1.5,Mobility,72
2765,Kneeling Arm Drill,The kneeling arm drill is a warm-up or mobility drill.,"Arms, Shoulders",2.5,Mobility,84
2766,Bent-over shoulder rotation,"The bent-over shoulder rotation is an upper-body exercise that helps strengthen the muscles around the rotator cuff for a stable shoulder joint. It is usually performed as part of a dynamic warm-up for the shoulders. It can be performed with body weight, light dumbbells or weight plates, or bands.",Shoulders,2.5,"Mobility, Rehabilitation",96
2767,Band overhead triceps press,"The band overhead triceps press is a dynamic arm exercise utilizing a looped exercise band. It could also be performed with an exercise band with handles. It targets the triceps muscles and can be performed for time or reps, either in traditional muscle-building rep ranges such as 12-15 reps per set, or higher rep ranges such as 30, 50, or more.","Triceps, Arms",3.0,"Bodybuilding, Home Workouts",144
2768,Band overhead triceps extension,"The band overhead triceps extension is a single-joint exercise focused on the triceps that uses the dynamic resistance of the band. The overhead position of the arms targets the long head of the triceps. Many lifters save this move for last in their triceps workout, performing it for moderate to high reps, such as 8-12 reps or more per set.","Triceps, Arms",3.0,"Bodybuilding, Home Workouts",144
2769,Band straight-arm pull-down,"The band straight-arm pull-down is a non-gym or at home variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.","Lats, Back",3.5,"Home Workouts, Strength Training",144
2770,Band skullcrusher,The band skullcrusher is a variation of the popular bench exercise targeting the triceps muscles. It is usually performed for moderate to high reps as part of an upper-body or arm-focused workout.,"Triceps, Arms",3.5,"Bodybuilding, Home Workouts",144
2771,Single-arm band kick-back,"The single-arm band kick-back is an isolation exercise that targets the triceps. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.","Triceps, Arms",2.5,"Bodybuilding, Home Workouts",144
2772,Incline EZ-bar skullcrusher,The incline EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The incline angle helps to target the long head of the triceps in particular. This exercise is usually performed for moderate to high reps as part of an upper-body or arm-focused workout.,"Triceps, Arms",4.0,Bodybuilding,192
2773,Decline Close-Grip Bench To Skull Crusher,The decline close-grip bench to skull crusher is a triceps compound set.,"Triceps, Chest",5.5,Bodybuilding,192
2774,Bench Press - Powerlifting,The bench press - powerlifting is a bench press with a focus on moving maximal weight.,"Chest, Triceps, Shoulders",6.0,Strength Training,192
2775,Behind-the-head skullcrusher,"The behind-the-head skullcrusher is a variation on a triceps exercise that has been a staple of bodybuilders for decades. In this version, instead of the bar coming down lightly to the forehead, the bar tracks over the top of the head without touching it. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout. If a straight bar is uncomfortable for your wrists or elbows, try using an angled EZ-bar.","Triceps, Arms",4.0,Bodybuilding,192
2776,Standing barbell overhead triceps extension,"The standing barbell overhead triceps extension is an isolation movement targeting the triceps. The overhead position targets the long head of the triceps in particular. This movement is generally performed for moderate to high reps as part of the arms-focused portion of a workout. If holding a straight bar bothers the wrists or elbows, it can alternately be performed with an EZ-bar or neutral-grip bar.","Triceps, Arms",3.5,Bodybuilding,192
2777,Reverse-grip bench press,"The reverse-grip bench press is a popular barbell exercise targeting the chest, triceps, and forearms. The main difference between this exercise and the standard bench press is that the grip is underhand, not overhand. This helps target both the upper chest and the triceps. This lift can feel awkward at first, so go light and don't be afraid to use a spotter.","Chest, Triceps, Forearms, Shoulders",5.0,"Bodybuilding, Strength Training",192
2778,Bench Press with Chains,The bench press with chains is a bench press with accommodating resistance.,"Chest, Triceps, Shoulders",6.0,Strength Training,192
2779,Floor Press,The floor press is a bench press variation with a reduced range of motion.,"Chest, Triceps",4.5,Strength Training,192
2780,One Arm Floor Press,The one-arm floor press is a unilateral floor press.,"Chest, Triceps, Obliques",4.5,"Fitness, Strength Training",192
2781,Pin Presses,The pin press is a partial range of motion bench press.,"Chest, Triceps, Shoulders",5.5,Strength Training,192
2782,JM Press With Bands,The JM press with bands is a triceps exercise with a band.,Triceps,4.5,Strength Training,192
2783,JM Press,The JM press is a triceps exercise that is a hybrid of a close-grip bench press and a skull crusher.,"Triceps, Chest",4.5,Strength Training,192
2784,Floor Press with Chains,The floor press with chains is a floor press with accommodating resistance.,"Chest, Triceps",5.5,Strength Training,192
2785,Reverse Band Bench Press,The reverse band bench press is a bench press with band assistance.,"Chest, Triceps, Shoulders",5.5,Strength Training,192
2786,Decline Barbell Triceps Extension - Gethin Variation,The decline EZ-bar skullcrusher is an upper body isolation exercise targeting the triceps.,Triceps,4.0,Bodybuilding,192
2787,AM Skullcrusher,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The EZ-bar is used more often than a straight bar. As for the name, that’s worst-case scenario. The bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper body or arms-focused workout. No need to chase a 1RM on this move!",Triceps,4.0,Bodybuilding,192
2788,30 Arms Close-Grip Bench Press,The 30 Arms close-grip bench press is a standard close-grip bench press.,"Triceps, Chest",5.0,Bodybuilding,192
2789,30 Arms Barbell Skullcrusher,The 30 Arms barbell skullcrusher is a standard skull crusher.,Triceps,4.0,Bodybuilding,192
2790,FYR2 Sprawl Over Kettlebell,The FYR2 sprawl over kettlebell is a conditioning exercise.,Full Body,9.5,"Fitness, HIIT",168
2791,Dumbbell floor press,"The dumbbell floor press is a multijoint pressing exercise performed lying on the floor. It can be performed either with the knees bent or flat. The floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to press more weight than in a dumbbell bench press, and perhaps put less stress on the shoulders.","Chest, Triceps, Shoulders",4.0,"Bodybuilding, Home Workouts, Strength Training",168
2792,Seated triceps press,"The seated triceps press is a popular arm-building exercise that targets the triceps with a single dumbbell held by both hands, extending it up behind your head. While you can go surprisingly heavy on this movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout. If you're going heavy, having someone help get the weight into position is a good idea.",Triceps,3.0,Bodybuilding,168
2793,Tricep Dumbbell Kickback,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Triceps,2.5,Bodybuilding,168
2794,Standing Dumbbell Triceps Extension,The standing dumbbell triceps extension is a standard triceps extension.,Triceps,3.0,Bodybuilding,168
2795,Double-arm triceps kick-back,"The double-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",Triceps,2.5,Bodybuilding,168
2796,Single-arm dumbbell triceps extension,"The single-arm dumbbell triceps extension is a popular exercise targeting the triceps one side at a time. It targets all three heads of the triceps, but when performed with the arm overhead, it can be especially effective at building the long head of the triceps. This exercise is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the upper-body or arm-focused portion of a workout.",Triceps,3.0,Bodybuilding,168
2797,Decline Dumbbell Triceps Extension,The decline dumbbell triceps extension is a triceps extension on a decline bench.,Triceps,3.5,Bodybuilding,168
2798,Dumbbell skullcrusher,"The dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,3.5,Bodybuilding,168
2799,One Arm Pronated Dumbbell Triceps Extension,The one-arm pronated dumbbell triceps extension is a unilateral triceps extension with a pronated grip.,Triceps,3.0,Bodybuilding,168
2800,One Arm Supinated Dumbbell Triceps Extension,The one-arm supinated dumbbell triceps extension is a unilateral triceps extension with a supinated grip.,Triceps,3.0,Bodybuilding,168
2801,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,The seated bent-over two-arm dumbbell triceps extension is a triceps extension.,Triceps,2.5,Bodybuilding,168
2802,Tate Press,The Tate press is a triceps exercise performed with dumbbells.,Triceps,3.5,"Bodybuilding, Strength Training",168
2803,Standing Bent-Over One-Arm Dumbbell Triceps Extension,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Triceps,2.5,Bodybuilding,168
2804,Seated Bent-Over One-Arm Dumbbell Triceps Extension,The seated bent-over one-arm dumbbell triceps extension is a unilateral triceps extension.,Triceps,2.5,Bodybuilding,168
2805,Dumbbell Tricep Extension -Pronated Grip,The dumbbell tricep extension - pronated grip is a triceps extension with a pronated grip.,Triceps,3.5,Bodybuilding,168
2806,V-sit with overhead triceps extension,"The V-sit with overhead triceps extension is a hybrid movement that trains the abdominal and triceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.","Abs, Triceps",4.5,"Circuit Training, Fitness",168
2807,PJR Pull-Over,The PJR pull-over is a specific type of pull-over.,"Triceps, Lats, Chest",4.5,Bodybuilding,168
2808,Paul Carter Dumbbell Kick-Back,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,Triceps,2.5,Bodybuilding,168
2809,Single-arm dumbbell skullcrusher,"The single-arm dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,3.5,Bodybuilding,168
2810,Dumbbells-together incline bench press,"The dumbbells-together incline bench press is an exercise targeting the pectoral muscles, particularly the upper pecs. Squeezing the dumbbells together forces the chest muscles to work hard during the entire press. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Chest, Triceps",4.5,Bodybuilding,168
2811,Incline dumbbell overhead triceps extension,The incline dumbbell overhead triceps extension is a popular exercise targeting the triceps muscles. The incline angle helps to target the long head of the triceps in particular. This exercise is usually performed for moderate to high reps as part of an upper-body or arm-focused workout.,Triceps,3.5,Bodybuilding,168
2812,Dumbbell Crush Press,The dumbbell crush press is a chest press with dumbbells pressed together.,"Chest, Triceps",4.5,Bodybuilding,168
2813,Holman Hovering Renegade Triceps Press,The Holman hovering renegade triceps press is a triceps press from a hovering plank.,"Triceps, Abs, Shoulders",6.5,"Calisthenics, Fitness",168
2814,Holman Heavy Triceps Press to Overhead Press,The Holman heavy triceps press to overhead press is a compound triceps and shoulder exercise.,"Triceps, Shoulders",5.5,Fitness,168
2815,Total Fitness Close-Grip Dumbbell Press,"The close-grip dumbbell bench press puts a spin on a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. The difference here is that the dumbbells are held closer together.","Triceps, Chest",4.5,Bodybuilding,168
2816,Dumbbell row to triceps kick-back,"The dumbbell row to triceps kick-back is a dumbbell complex that combines two movements that collectively target the muscles of the lats (latissimus dorsi), upper back, and triceps. It also isometrically targets the core, hamstrings, and glutes. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.","Back, Triceps",4.8,"Circuit Training, Fitness",168
2817,Rolling triceps press,"The rolling triceps press is a dynamic triceps exercise that is popular as a bench press accessory movement among powerlifters. It can be done in traditional muscle-building rep ranges, such as 8-12 reps per set, or for very high reps of 50-100 reps per set to boost triceps size and strength. It can be performed on a bench or on the floor if a bench is unavailable.",Triceps,4.5,"Bodybuilding, Strength Training",168
2818,MetaBurn Skullcrusher to Ab Crunch,The MetaBurn skullcrusher to ab crunch is a compound exercise.,"Triceps, Abs",5.0,"Circuit Training, Fitness",168
2819,FYR2 Single-Dumbbell Triceps Extension,The FYR2 single-dumbbell triceps extension is a triceps extension with one dumbbell.,Triceps,3.0,Bodybuilding,168
2820,30 Arms Overhead Dumbbell Triceps Extension,The 30 Arms overhead dumbbell triceps extension is a standard overhead triceps extension.,Triceps,3.0,Bodybuilding,168
2821,30 Arms Dumbbell Skullcrusher,The 30 Arms dumbbell skullcrusher is a standard skull crusher.,Triceps,3.5,Bodybuilding,168
2822,30 Arms Dumbbell Kick-Back,The 30 Arms dumbbell kick-back is a standard triceps kickback.,Triceps,2.5,Bodybuilding,168
2823,30 Arms BFR Dumbbell Kick-Back,The 30 Arms BFR dumbbell kick-back is a kickback with blood flow restriction.,Triceps,2.5,Bodybuilding,216
2824,Dumbbell saw triceps skullcrusher,"The dumbbell saw triceps skullcrusher is a variation of the classic skullcrusher triceps exercise that has been a staple of bodybuilders for decades. It combines a dumbbell skullcrusher with a dumbbell shoulder press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.","Triceps, Shoulders",4.8,"Bodybuilding, Fitness",168
2825,Chain Handle Extension,The chain handle extension is a triceps extension with a chain handle.,Triceps,3.5,"Bodybuilding, Strength Training",192
2826,Sled Overhead Triceps Extension,The sled overhead triceps extension is a triceps extension with a sled.,Triceps,4.5,"Fitness, Strength Training",192
2827,Body Triceps Press Using Flat Bench,The bodyweight triceps press is an arm movement that involves performing overhead presses in a face-down position on a Smith machine or other raised bar. It is a surprisingly difficult movement that hammers all three heads of the triceps and can easily be scaled upward or downward in difficulty by moving the bar.,Triceps,4.5,Calisthenics,144
2828,Suspended Triceps Press,The suspended triceps press is a triceps extension with a suspension trainer.,"Triceps, Abs",4.5,"Calisthenics, Suspension Training",168
2829,Seated triceps push-down,The seated triceps push-down is a triceps exercise that is performed with a rope attachment. The seated position helps eliminate the use of momentum. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,Triceps,3.0,Bodybuilding,168
2830,Machine triceps extension-,"The machine triceps extension is a popular exercise to build size and strength in the triceps muscles. It approximates the motion of a free-weight skullcrusher, but uses a selectorized weight-stack or plate-loaded machine. Machine triceps extensions are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.",Triceps,3.0,Bodybuilding,168
2831,Holman Overhead Weighted Triceps Press,The Holman overhead weighted triceps press is an overhead triceps press.,Triceps,3.5,Strength Training,168
2832,30 Arms Weighted Triceps Dip,The 30 Arms weighted triceps dip is a triceps dip with added weight.,"Triceps, Chest",6.0,Calisthenics,192
2833,Cable V-bar push-down,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2834,Reverse Grip Triceps Pushdown,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",Triceps,3.0,Bodybuilding,168
2835,Kneeling cable triceps extension,The kneeling cable triceps extension is a single-joint exercise meant to isolate the triceps muscles using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or arm workouts.,Triceps,3.5,Bodybuilding,168
2836,Single-arm cable triceps extension,"The single-arm cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2837,Dip Machine,"The dip machine is a machine exercise that mimics a triceps dip, a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.","Triceps, Chest",3.5,Bodybuilding,168
2838,Triceps Pushdown,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2839,Low cable overhead triceps extension,"The low cable overhead triceps extension is a single-joint isolation exercise for building the triceps. It involves lying on a bench and then driving the rope handle to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,3.5,Bodybuilding,168
2840,Lying cable triceps extension,The lying cable triceps extension is an isolation exercise performed lying on either a bench or the floor. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.,Triceps,3.5,Bodybuilding,168
2841,Low Cable Triceps Extension,The low cable triceps extension is a triceps extension with a low cable.,Triceps,3.0,Bodybuilding,168
2842,Cable overhead triceps extension,"The cable overhead triceps extension is a cable exercise performed in a seated position, targeting the triceps muscles. While it hits all three heads of the triceps, the overhead position helps to target the long head in particular. The seated position helps eliminate the use of momentum. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Triceps,3.0,Bodybuilding,168
2843,Single-arm low cable triceps extension,"The single-arm low cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2844,Incline cable straight-bar triceps extension,"The incline cable straight-bar triceps extension is a single-joint arm exercise performed on an incline bench. This incline position offers a great stretch and range of motion, potentially targeting the long head of the triceps more than some other triceps exercises. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Triceps,3.5,Bodybuilding,168
2845,Paul Carter Overhead Rope Triceps Extension,"The rope overhead triceps extension is a single-joint exercise focused on the triceps and using a cable stack with a rope handle. The overhead position targets the long head of the triceps in particular. Many lifters save this move for last in their triceps workout, performing it for moderate to high reps, like at least 8-12 reps or higher.",Triceps,3.0,Bodybuilding,168
2846,TBS Rope Cable Push-Down,"The cable rope push-down is a popular exercise targeting the triceps muscles. It's easy to learn and perform, making it a favorite for everyone from beginners to advanced lifters. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Triceps,3.0,Bodybuilding,168
2847,Single-arm cable triceps kick-back,"The single-arm cable triceps kick-back is an isolation exercise that targets the triceps. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Triceps,2.5,Bodybuilding,168
2848,Incline cable rope triceps extension,"The incline cable rope triceps extension is a single-joint arm exercise performed on an incline bench. This incline position offers a great stretch and range of motion, potentially targeting the long head of the triceps more than some other triceps exercises. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Triceps,3.5,Bodybuilding,168
2849,Reverse-grip cable straight-bar push-down,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",Triceps,3.0,Bodybuilding,168
2850,Kneeling Cable Triceps Extension - Gethin Variation,"The kneeling cable triceps extension is an single-joint exercise meant to isolate the triceps muscles, using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or overall arms workouts.",Triceps,3.5,Bodybuilding,168
2851,Cable Overhead Triceps Extension - Gethin Variation,The overhead triceps extension is an isolation exercise that is performed with a cable. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.,Triceps,3.0,Bodybuilding,168
2852,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",Triceps,3.0,Bodybuilding,168
