match_type,value
intersection,"potato, mashed, from fast food"
intersection,"potato, mashed, from fast food, with gravy"
intersection,"potato, mashed, from fresh, made with milk"
intersection,"potato, mashed, from fresh, made with milk, with cheese"
intersection,"potato, mashed, from fresh, made with milk, with gravy"
intersection,"potato, mashed, from fresh, nfs"
intersection,"potato, mashed, from restaurant"
intersection,"potato, mashed, from restaurant, with gravy"
intersection,"potato, mashed, from school lunch"
intersection,"potato, mashed, nfs"
intersection,"potato, mashed, ready-to-heat"
intersection,"potato, mashed, ready-to-heat, nfs"
intersection,"potato, mashed, ready-to-heat, with cheese"
intersection,"potato, mashed, ready-to-heat, with gravy"
intersection,"potato, nfs"
intersection,"potato, roasted, from fresh, peel eaten, fat added, ns as to fat type"
intersection,"potato, roasted, from fresh, peel eaten, made with butter"
intersection,"potato, roasted, from fresh, peel eaten, made with margarine"
intersection,"potato, roasted, from fresh, peel eaten, made with oil"
intersection,"potato, roasted, from fresh, peel eaten, no added fat"
intersection,"potato, roasted, from fresh, peel eaten, ns as to fat"
intersection,"potato, roasted, from fresh, peel not eaten, fat added, ns as to fat type"
intersection,"potato, roasted, from fresh, peel not eaten, made with butter"
intersection,"potato, roasted, from fresh, peel not eaten, made with margarine"
intersection,"potato, roasted, from fresh, peel not eaten, made with oil"
intersection,"potato, roasted, from fresh, peel not eaten, no added fat"
intersection,"potato, roasted, from fresh, peel not eaten, ns as to fat"
intersection,"potato, roasted, nfs"
intersection,"potato, roasted, ready-to-heat"
intersection,"potato, scalloped, from dry mix"
intersection,"potato, scalloped, from dry mix, with meat"
intersection,"potato, scalloped, from fast food or restaurant"
intersection,"potato, scalloped, from fresh"
intersection,"potato, scalloped, from fresh, with meat"
intersection,"potato, scalloped, nfs"
intersection,"potato, scalloped, ready-to-heat"
intersection,"potato, scalloped, ready-to-heat, with meat"
intersection,"pretzel chips, hard, flavored"
intersection,"pretzel chips, hard, gluten free"
intersection,"pretzel chips, hard, plain"
intersection,"pretzels, hard, cheese filled"
intersection,"pretzels, hard, chocolate coated"
intersection,"pretzels, hard, coated, gluten free"
intersection,"pretzels, hard, coated, nfs"
intersection,"pretzels, hard, filled, nfs"
intersection,"pretzels, hard, flavored"
intersection,"pretzels, hard, flavored, gluten free"
intersection,"pretzels, hard, multigrain"
intersection,"pretzels, hard, nfs"
intersection,"pretzels, hard, peanut butter filled"
intersection,"pretzels, hard, plain, gluten free"
intersection,"pretzels, hard, plain, lightly salted"
intersection,"pretzels, hard, plain, salted"
intersection,"pretzels, hard, plain, unsalted"
intersection,"pretzels, hard, white chocolate coated"
intersection,"pretzels, hard, yogurt coated"
intersection,"pretzels, nfs"
intersection,"pretzels, soft, filled with cheese"
intersection,"pretzels, soft, from frozen, cinnamon sugar coated"
intersection,"pretzels, soft, from frozen, coated or flavored"
intersection,"pretzels, soft, from frozen, nfs"
intersection,"pretzels, soft, from frozen, salted"
intersection,"pretzels, soft, from frozen, topped with cheese"
intersection,"pretzels, soft, from frozen, topped with meat"
intersection,"pretzels, soft, from frozen, unsalted"
intersection,"pretzels, soft, from school lunch"
intersection,"pretzels, soft, gluten free"
intersection,"pretzels, soft, gluten free, cinnamon sugar coated"
intersection,"pretzels, soft, gluten free, coated or flavored"
intersection,"pretzels, soft, multigrain"
intersection,"pretzels, soft, nfs"
intersection,"pretzels, soft, ready-to-eat, cinnamon sugar coated"
intersection,"pretzels, soft, ready-to-eat, coated or flavored"
intersection,"pretzels, soft, ready-to-eat, nfs"
intersection,"pretzels, soft, ready-to-eat, salted, buttered"
intersection,"pretzels, soft, ready-to-eat, salted, no butter"
intersection,"pretzels, soft, ready-to-eat, topped with cheese"
intersection,"pretzels, soft, ready-to-eat, topped with meat"
intersection,"pretzels, soft, ready-to-eat, unsalted, buttered"
intersection,"pretzels, soft, ready-to-eat, unsalted, no butter"
intersection,"prune juice, 100%"
intersection,"prune, dried"
intersection,"pudding, bread"
intersection,"pudding, chocolate, made from dry mix"
intersection,"pudding, chocolate, made from dry mix, sugar free"
intersection,"pudding, chocolate, nfs"
intersection,"pudding, chocolate, ready-to-eat"
intersection,"pudding, chocolate, ready-to-eat, sugar free"
intersection,"pudding, flavors other than chocolate, made from dry mix"
intersection,"pudding, flavors other than chocolate, made from dry mix, sugar free"
intersection,"pudding, flavors other than chocolate, nfs"
intersection,"pudding, flavors other than chocolate, ready-to-eat"
intersection,"pudding, flavors other than chocolate, ready-to-eat, sugar free"
intersection,"pudding, rice"
intersection,"pudding, tapioca, made from dry mix"
intersection,"pudding, tapioca, ready-to-eat"
intersection,puerto rican pasteles
intersection,puerto rican seasoning with ham
intersection,puerto rican seasoning without ham and tomato sauce
intersection,puerto rican white cheese
intersection,"puffs, fried, crab meat and cream cheese filled"
intersection,"pumpkin seeds, nfs"
intersection,"pumpkin seeds, salted"
intersection,"pumpkin seeds, unsalted"
intersection,"pumpkin, canned, cooked"
intersection,"pumpkin, cooked"
intersection,"pupusa, cheese only"
intersection,"pupusa, meat"
intersection,"pupusa, meat, with beans"
intersection,"pupusa, with beans"
intersection,"quail egg, canned"
intersection,"quail, cooked"
intersection,quarter pounder (mcdonalds)
intersection,quarter pounder with cheese (mcdonalds)
intersection,"quesadilla, beef or pork"
intersection,"quesadilla, beef or pork, with vegetables"
intersection,"quesadilla, cheese only"
intersection,"quesadilla, chicken"
intersection,"quesadilla, chicken, with vegetables"
intersection,"quesadilla, egg"
intersection,"quesadilla, egg, with meat"
intersection,"quesadilla, nfs"
intersection,"quesadilla, with vegetables"
intersection,"queso anejo, aged mexican cheese"
intersection,queso asadero
intersection,queso cotija
intersection,queso fresco
intersection,"quiche with meat, poultry or fish"
intersection,"quinoa, fat added"
intersection,"quinoa, no added fat"
intersection,"quinoa, ns as to fat"
intersection,rabbit
intersection,raccoon
intersection,"radicchio, raw"
intersection,radish
intersection,"radishes, pickled"
intersection,raisins
intersection,ramen bowl with beef
intersection,ramen bowl with chicken
intersection,ramen bowl with fish
intersection,ramen bowl with meat and egg
intersection,"ramen bowl, nfs"
intersection,"ramen bowl, vegetarian"
intersection,"ramen bowl, vegetarian with egg"
intersection,"ranch dip, light"
intersection,"ranch dip, regular"
intersection,"ranch dip, yogurt based"
intersection,ranch dressing
intersection,"ranch dressing, fat free"
intersection,"ranch dressing, light"
intersection,"raspberries, frozen"
intersection,"raspberries, raw"
intersection,ratatouille
intersection,"ravioli, cheese and spinach filled, with tomato sauce"
intersection,"ravioli, cheese and spinach-filled, no sauce"
intersection,"ravioli, cheese and spinach-filled, with cream sauce"
intersection,"ravioli, cheese-filled, no sauce"
intersection,"ravioli, cheese-filled, with cream sauce"
intersection,"ravioli, cheese-filled, with meat sauce"
intersection,"ravioli, cheese-filled, with tomato sauce"
intersection,"ravioli, cheese-filled, with tomato sauce, canned"
intersection,"ravioli, meat-filled, no sauce"
intersection,"ravioli, meat-filled, with cream sauce"
intersection,"ravioli, meat-filled, with tomato sauce or meat sauce"
intersection,"ravioli, meat-filled, with tomato sauce or meat sauce, canned"
intersection,"ravioli, ns as to filling, no sauce"
intersection,"ravioli, ns as to filling, with cream sauce"
intersection,"ravioli, ns as to filling, with tomato sauce"
intersection,"raw vegetable, nfs"
intersection,"red pepper, cooked, as ingredient"
intersection,refried beans
intersection,refried beans with meat
intersection,"refried beans, from canned, reduced sodium"
intersection,"refried beans, from fast food / restaurant"
intersection,"relish, corn"
intersection,"relish, pickle"
intersection,reuben sandwich
intersection,rhubarb
intersection,"ribs, nfs"
intersection,rice cake
intersection,rice croquette
intersection,rice dessert or salad with fruit
intersection,rice dressing
intersection,rice milk
intersection,"rice noodles, cooked"
intersection,rice paper
intersection,rice pilaf
intersection,rice with raisins
intersection,"rice with spanish sausage, puerto rican style"
intersection,"rice with squid, puerto rican style"
intersection,"rice with stewed beans, puerto rican style"
intersection,"rice with vienna sausage, puerto rican style"
intersection,"rice, brown and wild, cooked, fat added"
intersection,"rice, brown and wild, cooked, no added fat"
intersection,"rice, brown and wild, cooked, ns as to fat"
intersection,"rice, brown, cooked, as ingredient"
intersection,"rice, brown, cooked, fat added, made with oil"
intersection,"rice, brown, cooked, fat added, ns as to fat type"
intersection,"rice, brown, cooked, made with butter"
intersection,"rice, brown, cooked, made with margarine"
intersection,"rice, brown, cooked, no added fat"
intersection,"rice, brown, cooked, ns as to fat"
intersection,"rice, brown, with carrots and dark green vegetables, fat added"
intersection,"rice, brown, with carrots and dark green vegetables, no added fat"
intersection,"rice, brown, with carrots and dark green vegetables, ns as to fat"
intersection,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, brown, with carrots and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, brown, with carrots, fat added"
intersection,"rice, brown, with carrots, no added fat"
intersection,"rice, brown, with carrots, ns as to fat"
intersection,"rice, brown, with cheese and/or cream based sauce, fat added"
intersection,"rice, brown, with cheese and/or cream based sauce, no added fat"
intersection,"rice, brown, with cheese and/or cream based sauce, ns as to fat"
intersection,"rice, brown, with corn, fat added"
intersection,"rice, brown, with corn, no added fat"
intersection,"rice, brown, with corn, ns as to fat"
intersection,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, brown, with dark green vegetables, fat added"
intersection,"rice, brown, with dark green vegetables, no added fat"
intersection,"rice, brown, with dark green vegetables, ns as to fat"
intersection,"rice, brown, with gravy, fat added"
intersection,"rice, brown, with gravy, no added fat"
intersection,"rice, brown, with gravy, ns as to fat"
intersection,"rice, brown, with other vegetables, fat added"
intersection,"rice, brown, with other vegetables, no added fat"
intersection,"rice, brown, with other vegetables, ns as to fat"
intersection,"rice, brown, with peas and carrots, fat added"
intersection,"rice, brown, with peas and carrots, no added fat"
intersection,"rice, brown, with peas and carrots, ns as to fat"
intersection,"rice, brown, with peas, fat added"
intersection,"rice, brown, with peas, no added fat"
intersection,"rice, brown, with peas, ns as to fat"
intersection,"rice, brown, with soy-based sauce, fat added"
intersection,"rice, brown, with soy-based sauce, no added fat"
intersection,"rice, brown, with soy-based sauce, ns as to fat"
intersection,"rice, brown, with tomatoes and/or tomato based sauce, fat added"
intersection,"rice, brown, with tomatoes and/or tomato based sauce, no added fat"
intersection,"rice, brown, with tomatoes and/or tomato based sauce, ns as to fat"
intersection,"rice, brown, with vegetables and gravy, fat added"
intersection,"rice, brown, with vegetables and gravy, no added fat"
intersection,"rice, brown, with vegetables and gravy, ns as to fat"
intersection,"rice, brown, with vegetables, cheese and/or cream based sauce, fat added"
intersection,"rice, brown, with vegetables, cheese and/or cream based sauce, no added fat"
intersection,"rice, brown, with vegetables, cheese and/or cream based sauce, ns as to fat"
intersection,"rice, brown, with vegetables, soy-based sauce, fat added"
intersection,"rice, brown, with vegetables, soy-based sauce, no added fat"
intersection,"rice, brown, with vegetables, soy-based sauce, ns as to fat"
intersection,"rice, cooked with coconut milk"
intersection,"rice, cooked, nfs"
intersection,"rice, cooked, with milk"
intersection,"rice, fried, meatless"
intersection,"rice, fried, nfs"
intersection,"rice, fried, with beef"
intersection,"rice, fried, with chicken"
intersection,"rice, fried, with pork"
intersection,"rice, fried, with shrimp"
intersection,"rice, sweet, cooked with honey"
intersection,"rice, white and wild, cooked, fat added"
intersection,"rice, white and wild, cooked, no added fat"
intersection,"rice, white and wild, cooked, ns as to fat"
intersection,"rice, white, cooked with fat, puerto rican style"
intersection,"rice, white, cooked, as ingredient"
intersection,"rice, white, cooked, fat added, ns as to fat type"
intersection,"rice, white, cooked, glutinous"
intersection,"rice, white, cooked, made with butter"
intersection,"rice, white, cooked, made with margarine"
intersection,"rice, white, cooked, made with oil"
intersection,"rice, white, cooked, no added fat"
intersection,"rice, white, cooked, ns as to fat"
intersection,"rice, white, with carrots and dark green vegetables, fat added"
intersection,"rice, white, with carrots and dark green vegetables, no added fat"
intersection,"rice, white, with carrots and dark green vegetables, ns as to fat"
intersection,"rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, white, with carrots and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, white, with carrots, fat added"
intersection,"rice, white, with carrots, no added fat"
intersection,"rice, white, with carrots, ns as to fat"
intersection,"rice, white, with cheese and/or cream based sauce, fat added"
intersection,"rice, white, with cheese and/or cream based sauce, no added fat"
intersection,"rice, white, with cheese and/or cream based sauce, ns as to fat"
intersection,"rice, white, with corn, fat added"
intersection,"rice, white, with corn, no added fat"
intersection,"rice, white, with corn, ns as to fat"
intersection,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, white, with dark green vegetables, fat added"
intersection,"rice, white, with dark green vegetables, no added fat"
intersection,"rice, white, with dark green vegetables, ns as to fat"
intersection,"rice, white, with gravy, fat added"
intersection,"rice, white, with gravy, no added fat"
intersection,"rice, white, with gravy, ns as to fat"
intersection,"rice, white, with lentils, fat added"
intersection,"rice, white, with lentils, no added fat"
intersection,"rice, white, with lentils, ns as to fat"
intersection,"rice, white, with other vegetables, fat added"
intersection,"rice, white, with other vegetables, no added fat"
intersection,"rice, white, with other vegetables, ns as to fat"
intersection,"rice, white, with peas and carrots, fat added"
intersection,"rice, white, with peas and carrots, no added fat"
intersection,"rice, white, with peas and carrots, ns as to fat"
intersection,"rice, white, with peas, fat added"
intersection,"rice, white, with peas, no added fat"
intersection,"rice, white, with peas, ns as to fat"
intersection,"rice, white, with soy-based sauce, fat added"
intersection,"rice, white, with soy-based sauce, no added fat"
intersection,"rice, white, with soy-based sauce, ns as to fat"
intersection,"rice, white, with tomatoes and/or tomato-based sauce, fat added"
intersection,"rice, white, with tomatoes and/or tomato-based sauce, no added fat"
intersection,"rice, white, with tomatoes and/or tomato-based sauce, ns as to fat"
intersection,"rice, white, with vegetables and gravy, fat added"
intersection,"rice, white, with vegetables and gravy, no added fat"
intersection,"rice, white, with vegetables and gravy, ns as to fat"
intersection,"rice, white, with vegetables, cheese and/or cream based sauce, fat added"
intersection,"rice, white, with vegetables, cheese and/or cream based sauce, no added fat"
intersection,"rice, white, with vegetables, cheese and/or cream based sauce, ns as to fat"
intersection,"rice, white, with vegetables, soy-based sauce, fat added"
intersection,"rice, white, with vegetables, soy-based sauce, no added fat"
intersection,"rice, white, with vegetables, soy-based sauce, ns as to fat"
intersection,"rice, wild, 100%, cooked, fat added"
intersection,"rice, wild, 100%, cooked, no added fat"
intersection,"rice, wild, 100%, cooked, ns as to fat"
intersection,"ripe plantain meat pie, puerto rican style"
intersection,roast beef sandwich on wheat
intersection,"roast beef sandwich on wheat, with cheese"
intersection,roast beef sandwich on white
intersection,"roast beef sandwich on white, with cheese"
intersection,rob roy
intersection,"roll with meat and/or shrimp, vegetables and rice paper, not fried"
intersection,"roll, bran, ns as to type of bran"
intersection,"roll, cheese"
intersection,"roll, diet"
intersection,"roll, egg bread"
intersection,"roll, french or vienna"
intersection,"roll, garlic"
intersection,"roll, gluten free"
intersection,"roll, hard, ns as to major flour"
intersection,"roll, mexican, bolillo"
intersection,"roll, multigrain"
intersection,"roll, multigrain, hamburger bun"
intersection,"roll, multigrain, hot dog bun"
intersection,"roll, ns as to major flour"
intersection,"roll, oatmeal"
intersection,"roll, pumpernickel"
intersection,"roll, rye"
intersection,"roll, sour dough"
intersection,"roll, sweet, cinnamon bun, frosted"
intersection,"roll, sweet, cinnamon bun, no frosting"
intersection,"roll, sweet, frosted"
intersection,"roll, sweet, no frosting"
intersection,"roll, sweet, with fruit, frosted"
intersection,"roll, sweet, with fruit, frosted, diet"
intersection,"roll, wheat or cracked wheat"
intersection,"roll, wheat or cracked wheat, hamburger bun"
intersection,"roll, wheat or cracked wheat, hot dog bun"
intersection,"roll, white, hamburger bun"
intersection,"roll, white, hard"
intersection,"roll, white, hoagie, submarine"
intersection,"roll, white, hot dog bun"
intersection,"roll, white, soft"
intersection,"roll, whole grain white"
intersection,"roll, whole grain white, hamburger bun"
intersection,"roll, whole grain white, hot dog bun"
intersection,"roll, whole wheat"
intersection,"roll, whole wheat, hamburger bun"
intersection,"roll, whole wheat, hot dog bun"
intersection,"romaine lettuce, raw"
intersection,rum
intersection,rum and cola
intersection,rum and diet cola
intersection,"rum, hot buttered"
intersection,russian dressing
intersection,rusty nail
intersection,"rutabaga, cooked"
intersection,"rutabaga, raw"
intersection,safflower oil
intersection,"salad dressing, fat free, nfs"
intersection,"salad dressing, light, nfs"
intersection,"salad dressing, nfs, for salads"
intersection,"salad dressing, nfs, for sandwiches"
intersection,salami sandwich on wheat
intersection,"salami sandwich on wheat, with cheese"
intersection,salami sandwich on white
intersection,"salami sandwich on white, with cheese"
intersection,"salami, made from any type of meat, reduced fat"
intersection,"salami, made from any type of meat, reduced sodium"
intersection,"salami, nfs"
intersection,"salisbury steak dinner, nfs, frozen meal"
intersection,salisbury steak with gravy
intersection,"salisbury steak with gravy, macaroni and cheese, frozen meal"
intersection,"salisbury steak with gravy, potatoes, vegetable, frozen meal"
intersection,"salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal"
intersection,salmon cake sandwich
intersection,salmon salad
intersection,"salsa verde or salsa, green"
intersection,"salsa, nfs"
intersection,"salsa, pico de gallo"
intersection,"salsa, red"
intersection,"salsa, red, homemade"
intersection,"salsify, cooked"
intersection,"sambar, vegetable stew"
intersection,samosa
intersection,sandwich spread
intersection,"sandwich wrap, nfs"
intersection,"sandwich, nfs"
intersection,"sangria, red"
intersection,"sangria, white"
intersection,sardine sandwich
intersection,sauce as ingredient in hamburgers
intersection,"sauce, nfs"
intersection,sauerkraut
intersection,sausage and noodles with cream or white sauce
intersection,"sausage and peppers, no sauce"
intersection,sausage and rice with cheese sauce
intersection,sausage and rice with mushroom sauce
intersection,sausage and rice with tomato-based sauce
intersection,"sausage and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
intersection,"sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
intersection,sausage biscuit sandwich
intersection,"sausage biscuit sandwich, with cheese"
intersection,sausage english muffin sandwich
intersection,sausage gravy
intersection,sausage griddle/pancake sandwich
intersection,sausage with tomato-based sauce
intersection,"sausage, nfs"
intersection,"sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
intersection,"sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
intersection,"sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
intersection,"sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
intersection,"scallops, baked or broiled"
intersection,"scallops, fried"
intersection,"scallops, grilled"
intersection,"scallops, steamed or boiled"
intersection,scone
intersection,"scone, with fruit"
intersection,scotch
intersection,"scrapple, cooked"
intersection,screwdriver
intersection,seabreeze
intersection,seafood dip
intersection,"seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing"
intersection,"seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing"
intersection,"seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing"
intersection,"seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing"
intersection,"seafood paella, puerto rican style"
intersection,seafood salad
intersection,seafood salad sandwich
intersection,seafood sauce
intersection,seafood souffle
intersection,seafood thermidor
intersection,"seaweed, cooked, fat added"
intersection,"seaweed, cooked, no added fat"
intersection,"seaweed, dried"
intersection,"seaweed, pickled"
intersection,"seaweed, raw"
intersection,sesame chicken
intersection,sesame dressing
intersection,"sesame dressing, light"
intersection,sesame oil
intersection,sesame seeds
intersection,seven and seven
intersection,"seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon"
intersection,shellfish and noodles with tomato-based sauce
intersection,"shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
intersection,"shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
intersection,"shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce"
intersection,"shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
intersection,"shellfish, nfs"
intersection,shepherd's pie
intersection,"sherbet, all flavors"
intersection,shirley temple
intersection,"shortening, ns as to vegetable or animal"
intersection,shrimp and noodles with cheese sauce
intersection,shrimp and noodles with cream or white sauce
intersection,shrimp and noodles with gravy
intersection,shrimp and noodles with mushroom sauce
intersection,shrimp and noodles with soy-based sauce
intersection,shrimp and noodles with tomato sauce
intersection,"shrimp and noodles, no sauce"
intersection,"shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
intersection,"shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
intersection,"shrimp and vegetables in sauce with noodles, diet frozen meal"
intersection,"shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
intersection,"shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
intersection,shrimp chips
intersection,shrimp chow mein or chop suey with noodles
intersection,"shrimp chow mein or chop suey, no noodles"
intersection,shrimp cocktail
intersection,"shrimp creole, no rice"
intersection,"shrimp creole, with rice"
intersection,shrimp egg foo yung
intersection,"shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing"
intersection,"shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing"
intersection,shrimp gumbo
intersection,"shrimp in garlic sauce, puerto rican style"
intersection,shrimp salad
intersection,shrimp scampi
intersection,"shrimp shish kabob with vegetables, excluding potatoes"
intersection,shrimp teriyaki
intersection,shrimp toast
intersection,shrimp with crab stuffing
intersection,shrimp with lobster sauce
intersection,"shrimp, baked or broiled"
intersection,"shrimp, baked or broiled, coated"
intersection,"shrimp, cake or patty"
intersection,"shrimp, canned"
intersection,"shrimp, dried"
intersection,"shrimp, fried"
intersection,"shrimp, grilled"
intersection,"shrimp, nfs"
intersection,"shrimp, steamed or boiled"
intersection,simple syrup
intersection,singapore sling
intersection,sloe gin fizz
intersection,"sloppy joe sandwich, on wheat bun"
intersection,"sloppy joe sandwich, on white bun"
intersection,"sloppy joe, no bun"
intersection,slush frozen drink
intersection,"slush frozen drink, no sugar added"
intersection,"snack bar, oatmeal"
intersection,"snack cake, chocolate"
intersection,"snack cake, white"
intersection,snack mix
intersection,"snack mix, plain (chex mix)"
intersection,snow cone
intersection,"snow cone, no sugar added"
intersection,"snowpeas, fresh, cooked, fat added"
intersection,"snowpeas, fresh, cooked, no added fat"
intersection,"snowpeas, frozen, cooked, fat added"
intersection,"snowpeas, frozen, cooked, no added fat"
intersection,"snowpeas, ns as to form, cooked"
intersection,"snowpeas, raw"
intersection,"soft drink, chocolate flavored"
intersection,"soft drink, chocolate flavored, diet"
intersection,"soft drink, cola"
intersection,"soft drink, cola, chocolate flavored"
intersection,"soft drink, cola, chocolate flavored, diet"
intersection,"soft drink, cola, decaffeinated"
intersection,"soft drink, cola, decaffeinated, diet"
intersection,"soft drink, cola, diet"
intersection,"soft drink, cola, fruit or vanilla flavored"
intersection,"soft drink, cola, fruit or vanilla flavored, diet"
intersection,"soft drink, cream soda"
intersection,"soft drink, cream soda, diet"
intersection,"soft drink, fruit flavored, caffeine containing"
intersection,"soft drink, fruit flavored, caffeine containing, diet"
intersection,"soft drink, fruit flavored, caffeine free"
intersection,"soft drink, fruit flavored, diet, caffeine free"
intersection,"soft drink, ginger ale"
intersection,"soft drink, ginger ale, diet"
intersection,"soft drink, nfs"
intersection,"soft drink, nfs, diet"
intersection,"soft drink, pepper type"
intersection,"soft drink, pepper type, decaffeinated"
intersection,"soft drink, pepper type, decaffeinated, diet"
intersection,"soft drink, pepper type, diet"
intersection,"soft drink, root beer"
intersection,"soft drink, root beer, diet"
intersection,"soft serve, blended with candy or cookies, from fast food"
intersection,sopaipilla with syrup or honey
intersection,"sopaipilla, without syrup or honey"
intersection,sorbet
intersection,"soup, barley"
intersection,"soup, bean"
intersection,"soup, bean, canned"
intersection,"soup, bean, canned, reduced sodium"
intersection,"soup, bean, with meat"
intersection,"soup, beef"
intersection,"soup, beef, canned"
intersection,"soup, bisque"
intersection,"soup, borscht"
intersection,"soup, bouillabaisse"
intersection,"soup, broccoli cheese"
intersection,"soup, broth"
intersection,"soup, chicken"
intersection,"soup, chicken noodle"
intersection,"soup, chicken noodle, canned"
intersection,"soup, chicken, canned"
intersection,"soup, chicken, canned, reduced sodium"
intersection,"soup, cream of chicken"
intersection,"soup, cream of mushroom"
intersection,"soup, cream of tomato"
intersection,"soup, cream of vegetable"
intersection,"soup, egg drop"
intersection,"soup, fish or shrimp"
intersection,"soup, french onion"
intersection,"soup, fruit"
intersection,"soup, gazpacho"
intersection,"soup, hot and sour"
intersection,"soup, italian wedding"
intersection,"soup, lentil"
intersection,"soup, lentil, canned"
intersection,"soup, lentil, canned, reduced sodium"
intersection,"soup, lentil, with meat"
intersection,"soup, manhattan clam chowder"
intersection,"soup, matzo ball"
intersection,"soup, meatball"
intersection,"soup, minestrone"
intersection,"soup, miso or tofu"
intersection,"soup, mulligatawany"
intersection,"soup, new england clam chowder"
intersection,"soup, nfs"
intersection,"soup, noodle, nfs"
intersection,"soup, peanut"
intersection,"soup, pepperpot"
intersection,"soup, pho, no meat"
intersection,"soup, pho, with meat"
intersection,"soup, pork or ham"
intersection,"soup, potato"
intersection,"soup, potato with meat"
intersection,"soup, pozole"
intersection,"soup, pumpkin"
intersection,"soup, ramen noodles, water added"
intersection,"soup, rice"
intersection,"soup, seaweed"
intersection,"soup, sopa de fideo aguada"
intersection,"soup, sopa or caldo de pollo"
intersection,"soup, sopa or caldo de res"
intersection,"soup, split pea"
intersection,"soup, split pea, with meat"
intersection,"soup, tomato"
intersection,"soup, tomato, canned"
intersection,"soup, tomato, canned / carton, reduced sodium"
intersection,"soup, tortilla"
intersection,"soup, vegetable"
intersection,"soup, vegetable, canned"
intersection,"soup, vegetable, canned, reduced sodium"
intersection,"soup, vegetable, with meat"
intersection,"soup, wonton"
intersection,"soupy rice mixture with chicken and potatoes, puerto rican style"
intersection,"soupy rice with chicken, puerto rican style"
intersection,"sour cream, fat free"
intersection,"sour cream, imitation"
intersection,"sour cream, light"
intersection,"sour cream, regular"
intersection,"soursop, nectar"
intersection,"soy based sauce, for use with vegetables"
intersection,soy chips
intersection,"soy milk, chocolate"
intersection,"soy milk, sweetened"
intersection,"soy milk, unsweetened"
intersection,soy nut butter
intersection,soy nuts
intersection,soy sauce
intersection,"soy sauce, reduced sodium"
intersection,soybean curd
intersection,soybean curd cheese
intersection,"soybean curd, breaded, fried"
