Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Composite Meal; Grains; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Highly Processed,Meal,Healthy,3759,"Dairy-Free,Mineral-Rich,Halal,Vitamin-Rich,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Proteins; Oils and fats,Protein-rich; Fat-rich,Highly Processed,Ingredient; Meal Component,Unhealthy,828,"Keto,Low-Carb,High-Protein,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal; Snack,Unhealthy,1672,"Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Proteins; Oils and fats,Protein-rich; Fat-rich,Highly Processed,Ingredient; Meal Component,Unhealthy,829,"Keto,Low-Carb,High-Protein,Dairy-Free,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Vegetables; Dairy; Proteins; Oils and fats,Balanced; Fat-rich,Processed,Appetizer; Meal,Healthy,3346,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Proteins; Vegetables; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Meal,Moderate,3705,"Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Grains; Vegetables; Oils and fats; Condiments,Carbohydrate-rich; Fat-rich,Processed,Side Dish,Moderate,3702,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Vegetables; Oils and fats; Condiments,Carbohydrate-rich,Processed,Side Dish,Moderate,3701,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Vegetables; Condiments,Carbohydrate-rich,Processed,Side Dish,Healthy,3703,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Grains; Vegetables; Oils and fats; Condiments,Carbohydrate-rich,Processed,Side Dish,Moderate,3704,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Condiments; Vegetables; Oils and fats,Fat-rich,Highly Processed,Dip,Moderate,400,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Vegetables; Dairy; Proteins; Grains,Balanced; Fat-rich,Processed,Side Dish; Casserole,Moderate,4247,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free","Milk,Cereals containing gluten"
Condiments; Vegetables; Oils and fats,Fat-rich,Highly Processed,Dip,Healthy,243,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Condiments; Vegetables; Oils and fats,Fat-rich,Highly Processed,Dip,Moderate,242,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Dairy; Condiments; Vegetables,Balanced,Processed,Dip; Condiment,Healthy,64,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Dairy; Proteins; Vegetables; Oils and fats,Protein-rich; Fat-rich,Processed,Meal; Brunch,Healthy,3349,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Vegetables; Proteins; Nuts; Seeds; Fruits,Balanced,Minimally Processed,Salad Base,Healthy,4448,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Dairy; Proteins; Grains,Balanced,Processed,Side Dish; Light Meal,Moderate,4246,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Nut-Free,Soy-Free","Milk,Eggs"
Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4244,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4243,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4240,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Highly Processed,Side Dish; Ingredient,Moderate,4234,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Vitamin-rich; Mineral-rich; Carbohydrate-rich,Minimally Processed,Recipe Component,Healthy,5408,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Dairy; Grains; Oils and fats,Fat-rich; Carbohydrate-rich,Processed,Side Dish,Unhealthy,4245,"Vegetarian,Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Gluten-Free,Nut-Free,Egg-Free,Soy-Free","Milk,Cereals containing gluten"
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Sandwich Layer,Healthy,4871,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Moderate,4236,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4235,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4238,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4232,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Moderate,4242,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4241,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4239,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Processed,Side Dish; Ingredient,Healthy,4233,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Processed,Side Dish; Ingredient,Healthy,4237,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Unprocessed,Salad; Smoothie Ingredient; Cooking Green,Healthy,4231,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Legumes; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Processed,Ingredient,Healthy,2038,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Legumes,Protein-rich; Carbohydrate-rich,Minimally Processed,Ingredient,Healthy,2037,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Grains; Dairy; Proteins,Carbohydrate-rich; Protein-rich,Processed,Custard-like Cornbread,Moderate,2438,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Gluten-Free,Nut-Free,Soy-Free","Milk,Eggs"
Beverages; Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage,Unhealthy,5386,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage,Unhealthy,5387,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage Mix Powder,Unhealthy,5232,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage,Moderate,5391,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage,Moderate,5389,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,N/A; Mineral-rich,Highly Processed,Electrolyte Beverage,Moderate,5390,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks,Carbohydrate-rich; Mineral-rich,Highly Processed,Electrolyte Beverage,Unhealthy,5388,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Salad Topping; Sandwich Filling; Ingredient,Healthy,4381,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Dairy; Grains,Balanced,Processed,Casserole; Side Dish,Moderate,4676,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Vegetables; Dairy; Grains; Oils and fats,Fat-rich; Carbohydrate-rich,Processed,Casserole; Side Dish,Unhealthy,4678,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Milk,Cereals containing gluten"
Composite Meal; Vegetables; Grains; Dairy,Carbohydrate-rich,Processed,Casserole; Side Dish,Moderate,4677,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Vegetables; Dairy; Proteins; Grains; Oils and fats,Balanced,Processed,Side Dish; Light Meal,Moderate,4679,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Soy-Free","Milk,Eggs"
Composite Meal; Vegetables; Dairy; Proteins; Sweets and snacks; Grains,Carbohydrate-rich,Processed,Side Dish; Casserole,Moderate,4313,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Soy-Free","Milk,Eggs"
Proteins,Protein-rich,Minimally Processed,Meal Component,Healthy,540,"Paleo,Keto,Low-Carb,Mineral-Rich,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Minimally Processed,Snack; Fruit; Garnish,Healthy,3845,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Processed,Meal,Moderate,1576,"Dairy-Free,Mineral-Rich,Halal,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich,Processed,Meal,Moderate,1575,"Dairy-Free,Mineral-Rich,Halal,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Condiments; Vegetables; Fruits; Spices; Sweets and snacks,Carbohydrate-rich,Highly Processed,Condiment,Moderate,4369,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Fish
Proteins; Condiments,Protein-rich; Fat-rich,Minimally Processed,Appetizer,Unhealthy,1011,"Paleo,Keto,Mineral-Rich,Halal,Vitamin-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Soy-Free","Eggs,Mustard"
Proteins; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1004,"High-Protein,Mineral-Rich,Halal,Dairy-Free,Nut-Free,Egg-Free","Soybeans,Cereals containing gluten"
Proteins,Protein-rich; Fat-rich,Minimally Processed,Meal Component,Variable,440,"Paleo,Keto,Mineral-Rich,Vitamin-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Balanced,Processed,Meal,Healthy,1209,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Balanced,Highly Processed,Meal,Moderate,1208,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Composite Meal,Balanced,Processed,Meal,Moderate,1210,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal,Balanced,Processed,Meal,Healthy,1295,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Balanced,Processed,Meal,Healthy,1294,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Proteins; Vegetables,Protein-rich,Processed,Meal,Healthy,1083,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Fish
Composite Meal,Balanced,Processed,Meal,Healthy,1277,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal,Balanced,Processed,Meal,Variable,1338,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal,Healthy,1136,"Paleo,Low-Carb,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Proteins; Grains; Vegetables,Balanced,Processed,Meal,Moderate,1137,"High-Protein,Vitamin-Rich,Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Vegetables; Condiments,Carbohydrate-rich,Processed,Meal; Side Dish,Healthy,4680,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal,Healthy,1041,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich; Fat-rich,Processed,Meal,Moderate,1494,"Paleo,Keto,Vitamin-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal Component,Moderate,1014,"Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal,Healthy,1495,"Paleo,Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal Component,Healthy,1031,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Connective Tissue; Vegetables,Protein-rich,Processed,Meal,Variable,1135,"Paleo,Keto,Vitamin-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich,Processed,Meal Component,Healthy,1029,"Paleo,Low-Carb,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Condiments,Carbohydrate-rich,Processed,Side Dish,Healthy,4171,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich,Processed,Side Dish,Healthy,4172,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich,Processed,Side Dish; Meal Component,Healthy,4033,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Proteins; Vegetables,Balanced,Processed,Meal,Healthy,1278,"Paleo,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Grains; Proteins; Vegetables; Oils and fats,Carbohydrate-rich,Processed,Side Dish; Meal Component,Moderate,3593,"Vegan,Vegetarian,Mineral-Rich,Vitamin-Rich,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables,Protein-rich; Fat-rich,Processed,Meal,Healthy,1195,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Fish
Proteins; Vegetables; Spices,Protein-rich,Processed,Meal Component; Taco Filling,Healthy,1010,"Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Spices,Protein-rich,Processed,Meal Component,Healthy,1013,"Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Proteins; Vegetables,Protein-rich; Carbohydrate-rich,Processed,Meal,Moderate,1342,"Paleo,Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Spices,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1203,"High-Protein,Mineral-Rich,Vitamin-Rich,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Spices,Protein-rich,Processed,Meal Component; Taco Filling,Moderate,1089,"Keto,Low-Carb,Mineral-Rich,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Spices,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1096,"High-Protein,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Proteins; Vegetables; Condiments,Protein-rich,Processed,Meal,Healthy,1368,"Paleo,Keto,Mineral-Rich,Halal,Vitamin-Rich,Low-Carb,High-Protein,Dairy-Free,Nut-Free,Egg-Free","Soybeans,Cereals containing gluten"
Fruits; Sweets and snacks,Carbohydrate-rich,Processed,Fruit; Dessert,Moderate,3901,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Processed,Ingredient; Snack,Healthy,3902,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Minimally Processed,Snack; Fruit,Healthy,3900,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Sweets and snacks,Carbohydrate-rich,Highly Processed,Ingredient,Unhealthy,208,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Sweets and snacks; Fruits,Carbohydrate-rich,Highly Processed,Beverage Mix-in; Topping,Unhealthy,4896,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3949,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Dairy; Beverages; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Unhealthy,116,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy; Beverages; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Unhealthy,115,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy; Beverages; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Unhealthy,112,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Dairy; Beverages; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Unhealthy,114,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Milk
